"MOLECULE","Prediction"
"ACT1_M_138456",0.810006
"ACT1_M_138457",-0.824619
"ACT1_M_138458",0.950988
"ACT1_M_138462",-1.22603
"ACT1_M_138464",2.22862
"ACT1_M_138465",-0.77128
"ACT1_M_138467",-2.2944
"ACT1_M_138468",0.164634
"ACT1_M_138474",-1.74271
"ACT1_M_138475",-1.99976
"ACT1_M_138477",-1.94955
"ACT1_M_138519",4.73755
"ACT1_M_138536",0.0352619
"ACT1_M_138569",-2.01029
"ACT1_M_138571",-2.01651
"ACT1_M_138572",-0.860394
"ACT1_M_138574",-2.15797
"ACT1_M_138575",-1.20877
"ACT1_M_138578",-2.43904
"ACT1_M_138579",-2.28675
"ACT1_M_138580",-1.84897
"ACT1_M_138581",-1.09455
"ACT1_M_138587",-1.89047
"ACT1_M_138611",2.13951
"ACT1_M_138615",3.19475
"ACT1_M_138616",2.74323
"ACT1_M_138623",0.970839
"ACT1_M_138624",-2.83656
"ACT1_M_138628",0.833166
"ACT1_M_138632",-0.815519
"ACT1_M_138633",-2.72564
"ACT1_M_138638",2.56457
"ACT1_M_138640",0.108328
"ACT1_M_138643",-0.945207
"ACT1_M_138651",-0.827342
"ACT1_M_138723",-0.888978
"ACT1_M_138738",0.110485
"ACT1_M_138740",-2.57106
"ACT1_M_138744",-1.11608
"ACT1_M_138758",1.5423
"ACT1_M_138759",-0.184055
"ACT1_M_138760",-1.59131
"ACT1_M_138762",-2.11174
"ACT1_M_138770",-2.8783
"ACT1_M_138788",-0.885995
"ACT1_M_138789",-1.1252
"ACT1_M_138790",3.55654
"ACT1_M_138791",1.47334
"ACT1_M_138792",5.49895
"ACT1_M_138794",-0.439001
"ACT1_M_138795",1.88099
"ACT1_M_138796",-1.0732
"ACT1_M_138798",4.72561
"ACT1_M_138800",2.10077
"ACT1_M_138801",1.21919
"ACT1_M_138802",1.45939
"ACT1_M_138803",0.29566
"ACT1_M_138804",0.437098
"ACT1_M_138806",-1.37577
"ACT1_M_138808",2.99709
"ACT1_M_138809",5.40175
"ACT1_M_138816",0.048524
"ACT1_M_138817",2.28387
"ACT1_M_138818",0.252036
"ACT1_M_138819",-0.811238
"ACT1_M_138820",-0.88963
"ACT1_M_138821",-1.39069
"ACT1_M_138830",-1.65567
"ACT1_M_138831",-1.87171
"ACT1_M_138832",-1.66367
"ACT1_M_138839",-2.94118
"ACT1_M_138840",-2.84199
"ACT1_M_138841",-2.97984
"ACT1_M_138846",-1.83968
"ACT1_M_138847",-0.130714
"ACT1_M_138849",-1.83967
"ACT1_M_138852",1.28644
"ACT1_M_138887",3.16495
"ACT1_M_138888",-2.31383
"ACT1_M_138889",0.784832
"ACT1_M_138890",0.888945
"ACT1_M_138892",0.974356
"ACT1_M_138936",1.15314
"ACT1_M_138937",1.28109
"ACT1_M_138939",1.44288
"ACT1_M_138940",-2.5574
"ACT1_M_138946",1.52411
"ACT1_M_138948",-2.76795
"ACT1_M_138950",4.69508
"ACT1_M_138953",1.04889
"ACT1_M_138956",-1.19006
"ACT1_M_138971",-0.441238
"ACT1_M_138972",-0.955659
"ACT1_M_139024",-0.446775
"ACT1_M_139031",-0.0540235
"ACT1_M_139032",-0.739084
"ACT1_M_139033",-0.729623
"ACT1_M_139034",-0.786033
"ACT1_M_139071",3.31041
"ACT1_M_139076",2.15453
"ACT1_M_139093",-1.61923
"ACT1_M_139094",-1.05163
"ACT1_M_139095",-2.77287
"ACT1_M_139096",-1.48962
"ACT1_M_139101",-0.622379
"ACT1_M_139102",1.99533
"ACT1_M_139108",-2.36361
"ACT1_M_139112",-2.22234
"ACT1_M_139113",-2.2295
"ACT1_M_139116",-1.49281
"ACT1_M_139117",-1.56307
"ACT1_M_139118",-1.71617
"ACT1_M_139119",-1.84596
"ACT1_M_139122",-0.0995552
"ACT1_M_139124",-2.25612
"ACT1_M_139125",-1.28781
"ACT1_M_139126",-2.3052
"ACT1_M_139127",-2.7926
"ACT1_M_139128",-2.95795
"ACT1_M_139129",-2.7926
"ACT1_M_139130",-2.98004
"ACT1_M_139131",-2.77285
"ACT1_M_139159",-1.62839
"ACT1_M_139161",1.87305
"ACT1_M_139164",-2.49362
"ACT1_M_139165",-2.25794
"ACT1_M_139166",-2.25794
"ACT1_M_139169",-0.846499
"ACT1_M_139185",-2.14026
"ACT1_M_139186",-2.14026
"ACT1_M_139191",-1.00294
"ACT1_M_139193",-1.97164
"ACT1_M_139205",-2.72439
"ACT1_M_139206",-2.35208
"ACT1_M_139211",0.410966
"ACT1_M_139215",5.49178
"ACT1_M_139217",-1.02953
"ACT1_M_139222",4.28135
"ACT1_M_139224",-1.40238
"ACT1_M_139225",-0.288721
"ACT1_M_139232",-1.20001
"ACT1_M_139233",-1.1506
"ACT1_M_139234",0.137857
"ACT1_M_139235",-2.73346
"ACT1_M_139246",1.07505
"ACT1_M_139247",1.41944
"ACT1_M_139248",0.629266
"ACT1_M_139253",0.86409
"ACT1_M_139254",0.202177
"ACT1_M_139255",-0.0991251
"ACT1_M_139256",0.281021
"ACT1_M_139272",-2.87725
"ACT1_M_139273",-2.96376
"ACT1_M_139289",0.245773
"ACT1_M_139291",-2.132
"ACT1_M_139292",1.69731
"ACT1_M_139293",-2.13732
"ACT1_M_139294",0.245783
"ACT1_M_139297",-0.51197
"ACT1_M_139299",-1.8737
"ACT1_M_139301",-2.09197
"ACT1_M_139302",-2.69098
"ACT1_M_139314",2.50802
"ACT1_M_139315",-0.854514
"ACT1_M_139316",-2.1423
"ACT1_M_139317",1.46365
"ACT1_M_139319",-2.14114
"ACT1_M_139326",2.24856
"ACT1_M_139327",-0.884523
"ACT1_M_139337",3.07265
"ACT1_M_139338",2.39743
"ACT1_M_139340",2.6635
"ACT1_M_139341",2.11103
"ACT1_M_139342",1.37368
"ACT1_M_139344",-2.36767
"ACT1_M_139347",-0.942609
"ACT1_M_139348",-2.84566
"ACT1_M_139350",-2.90033
"ACT1_M_139351",-2.92458
"ACT1_M_139354",7.12723
"ACT1_M_139361",6.76915
"ACT1_M_139363",-2.77848
"ACT1_M_139365",0.889097
"ACT1_M_139366",1.52165
"ACT1_M_139370",8.99362
"ACT1_M_139371",-2.98766
"ACT1_M_139373",-2.24371
"ACT1_M_139374",-2.98681
"ACT1_M_139375",-2.93306
"ACT1_M_139383",-2.3664
"ACT1_M_139388",-2.7362
"ACT1_M_139390",0.965541
"ACT1_M_139395",-1.13803
"ACT1_M_139400",-2.97533
"ACT1_M_139404",4.24185
"ACT1_M_139405",-0.15556
"ACT1_M_139407",1.06713
"ACT1_M_139408",0.29419
"ACT1_M_139414",-1.01047
"ACT1_M_139422",-0.353002
"ACT1_M_139427",-2.17537
"ACT1_M_139429",-1.10645
"ACT1_M_139430",2.58575
"ACT1_M_139443",-1.5413
"ACT1_M_139444",-1.96146
"ACT1_M_139445",1.02085
"ACT1_M_139446",-1.90001
"ACT1_M_139448",0.166023
"ACT1_M_139449",-2.78907
"ACT1_M_139450",0.841905
"ACT1_M_139451",-0.597956
"ACT1_M_139452",-0.884831
"ACT1_M_139453",-1.06107
"ACT1_M_139454",-1.65851
"ACT1_M_139458",-0.557189
"ACT1_M_139459",-2.23765
"ACT1_M_139461",3.99684
"ACT1_M_139462",-2.89399
"ACT1_M_139463",2.27487
"ACT1_M_139464",2.94007
"ACT1_M_139469",0.0621768
"ACT1_M_139474",0.366778
"ACT1_M_139475",-2.87713
"ACT1_M_139476",-0.211514
"ACT1_M_139477",-1.19134
"ACT1_M_139479",-2.76833
"ACT1_M_139480",1.06679
"ACT1_M_139481",2.00557
"ACT1_M_139484",-1.52582
"ACT1_M_139485",-1.55396
"ACT1_M_139488",0.386538
"ACT1_M_139489",-2.41476
"ACT1_M_139490",-2.66219
"ACT1_M_139491",1.65879
"ACT1_M_139492",-2.9342
"ACT1_M_139493",-2.9758
"ACT1_M_139494",-1.69125
"ACT1_M_139495",-2.78112
"ACT1_M_139497",-2.99625
"ACT1_M_139498",-2.9538
"ACT1_M_139499",-0.266701
"ACT1_M_139501",-2.92789
"ACT1_M_139505",-2.95153
"ACT1_M_139514",-1.83757
"ACT1_M_139529",0.672143
"ACT1_M_139531",-2.40848
"ACT1_M_139532",-1.44396
"ACT1_M_139534",-0.864395
"ACT1_M_139535",0.364449
"ACT1_M_139536",-0.181244
"ACT1_M_139537",0.970192
"ACT1_M_139538",1.64052
"ACT1_M_139541",-2.7991
"ACT1_M_139542",-1.98655
"ACT1_M_139545",-0.911721
"ACT1_M_139546",-2.71604
"ACT1_M_139547",-1.47655
"ACT1_M_139548",-0.839204
"ACT1_M_139549",0.0789898
"ACT1_M_139551",-0.597938
"ACT1_M_139553",-2.70325
"ACT1_M_139554",-2.71094
"ACT1_M_139555",-2.71093
"ACT1_M_139557",-2.5383
"ACT1_M_139560",1.30165
"ACT1_M_139562",0.541517
"ACT1_M_139564",0.324376
"ACT1_M_139566",-2.53644
"ACT1_M_139567",1.42476
"ACT1_M_139568",-2.46776
"ACT1_M_139569",2.18783
"ACT1_M_139581",-2.86134
"ACT1_M_139582",-2.93944
"ACT1_M_139583",-2.99587
"ACT1_M_139584",-1.70284
"ACT1_M_139585",-0.814398
"ACT1_M_139586",-1.50599
"ACT1_M_139587",-2.19491
"ACT1_M_139588",-2.4591
"ACT1_M_139589",-2.33997
"ACT1_M_139591",-2.15025
"ACT1_M_139594",-1.50179
"ACT1_M_139595",-2.32607
"ACT1_M_139596",1.74071
"ACT1_M_139597",-1.4328
"ACT1_M_139600",-1.99298
"ACT1_M_139603",-2.01818
"ACT1_M_139604",-2.49135
"ACT1_M_139605",-2.81544
"ACT1_M_139610",1.80776
"ACT1_M_139612",0.838416
"ACT1_M_139613",-1.93129
"ACT1_M_139614",-0.203976
"ACT1_M_139615",-2.85001
"ACT1_M_139616",-2.49117
"ACT1_M_139617",-2.90337
"ACT1_M_139618",-0.316171
"ACT1_M_139621",1.98563
"ACT1_M_139623",-2.4891
"ACT1_M_139624",-1.56758
"ACT1_M_139626",1.85358
"ACT1_M_139627",-0.145435
"ACT1_M_139629",-1.39043
"ACT1_M_139630",1.41584
"ACT1_M_139631",0.915394
"ACT1_M_139632",-2.66011
"ACT1_M_139636",-1.34664
"ACT1_M_139638",-2.98019
"ACT1_M_139640",-2.98884
"ACT1_M_139642",1.43559
"ACT1_M_139643",0.360847
"ACT1_M_139645",0.420514
"ACT1_M_139647",1.36018
"ACT1_M_139649",-0.819529
"ACT1_M_139650",-0.107801
"ACT1_M_139651",-3.00633
"ACT1_M_139652",-3.00431
"ACT1_M_139654",-1.42296
"ACT1_M_139656",-2.66674
"ACT1_M_139658",-2.95561
"ACT1_M_139660",-2.58996
"ACT1_M_139662",-2.92314
"ACT1_M_139664",-2.52561
"ACT1_M_139665",-2.46658
"ACT1_M_139666",-2.54223
"ACT1_M_139667",-2.46658
"ACT1_M_139668",-2.89884
"ACT1_M_139671",-2.0855
"ACT1_M_139672",-0.961592
"ACT1_M_139677",-2.26788
"ACT1_M_139678",-2.53426
"ACT1_M_139680",-2.68193
"ACT1_M_139684",-1.53623
"ACT1_M_139685",-2.48313
"ACT1_M_139686",-2.75807
"ACT1_M_139692",-2.59175
"ACT1_M_139693",-2.61499
"ACT1_M_139697",-0.426647
"ACT1_M_139698",0.114423
"ACT1_M_139701",1.55841
"ACT1_M_139702",1.55842
"ACT1_M_139703",-2.15535
"ACT1_M_139705",-2.54763
"ACT1_M_139706",-2.54763
"ACT1_M_139707",-2.9021
"ACT1_M_139708",-0.309359
"ACT1_M_139709",-1.10405
"ACT1_M_139710",-1.46656
"ACT1_M_139711",-2.22953
"ACT1_M_139712",-2.78257
"ACT1_M_139713",0.0652719
"ACT1_M_139714",0.403075
"ACT1_M_139715",-0.963802
"ACT1_M_139717",-1.8085
"ACT1_M_139718",0.407128
"ACT1_M_139719",-0.297259
"ACT1_M_139720",1.35151
"ACT1_M_139722",-2.95765
"ACT1_M_139723",-2.91033
"ACT1_M_139724",-2.80769
"ACT1_M_139725",-2.7061
"ACT1_M_139728",-2.77388
"ACT1_M_139729",0.509443
"ACT1_M_139730",-2.48112
"ACT1_M_139732",-2.63442
"ACT1_M_139735",-1.94759
"ACT1_M_139737",0.913736
"ACT1_M_139738",0.99484
"ACT1_M_139739",2.50962
"ACT1_M_139740",3.92129
"ACT1_M_139741",3.48418
"ACT1_M_139742",-2.97028
"ACT1_M_139745",-0.77433
"ACT1_M_139746",-1.82886
"ACT1_M_139748",-2.91032
"ACT1_M_139750",-2.13143
"ACT1_M_139751",-2.16379
"ACT1_M_139752",-2.86412
"ACT1_M_139753",-2.1248
"ACT1_M_139755",-1.43813
"ACT1_M_139756",-1.50676
"ACT1_M_139757",-1.73607
"ACT1_M_139758",0.0424005
"ACT1_M_139759",-0.891354
"ACT1_M_139760",-1.97072
"ACT1_M_139761",-1.24559
"ACT1_M_139762",-0.965829
"ACT1_M_139763",-0.22787
"ACT1_M_139769",-0.588255
"ACT1_M_139771",-0.397778
"ACT1_M_139772",2.4184
"ACT1_M_139773",1.37547
"ACT1_M_139774",-2.08949
"ACT1_M_139776",-0.345384
"ACT1_M_139778",-2.91012
"ACT1_M_139781",-2.42273
"ACT1_M_139783",-2.94094
"ACT1_M_139784",-2.71494
"ACT1_M_139787",-1.95069
"ACT1_M_139789",0.0836157
"ACT1_M_139792",-0.0997847
"ACT1_M_139793",-0.0997828
"ACT1_M_139796",-2.42334
"ACT1_M_139799",0.868753
"ACT1_M_139800",1.28915
"ACT1_M_139801",-0.898832
"ACT1_M_139802",-2.48556
"ACT1_M_139805",1.71494
"ACT1_M_139806",1.1541
"ACT1_M_139807",-0.0401678
"ACT1_M_139808",-2.23852
"ACT1_M_139809",-1.36271
"ACT1_M_139810",-2.39014
"ACT1_M_139814",-2.80387
"ACT1_M_139815",-1.1811
"ACT1_M_139816",1.60257
"ACT1_M_139817",2.05222
"ACT1_M_139818",-0.475716
"ACT1_M_139819",-0.799871
"ACT1_M_139820",0.649758
"ACT1_M_139821",-1.48624
"ACT1_M_139822",2.655
"ACT1_M_139823",0.875086
"ACT1_M_139824",0.804229
"ACT1_M_139825",1.38234
"ACT1_M_139826",-0.897841
"ACT1_M_139828",-2.33141
"ACT1_M_139829",-2.56042
"ACT1_M_139830",1.21852
"ACT1_M_139831",-1.73737
"ACT1_M_139833",1.64874
"ACT1_M_139835",-1.17817
"ACT1_M_139836",4.16252
"ACT1_M_139837",-2.81615
"ACT1_M_139838",-1.23912
"ACT1_M_139839",-0.0576795
"ACT1_M_139840",-0.802083
"ACT1_M_139841",-2.51849
"ACT1_M_139842",0.941648
"ACT1_M_139844",1.94494
"ACT1_M_139846",-2.48532
"ACT1_M_139847",-2.04321
"ACT1_M_139848",2.48371
"ACT1_M_139853",-1.95289
"ACT1_M_139855",-0.105193
"ACT1_M_139857",2.38482
"ACT1_M_139858",3.72389
"ACT1_M_139859",2.66053
"ACT1_M_139860",-0.78382
"ACT1_M_139861",0.300688
"ACT1_M_139862",4.76954
"ACT1_M_139864",-2.21308
"ACT1_M_139865",-2.85743
"ACT1_M_139866",-0.843823
"ACT1_M_139867",-2.00116
"ACT1_M_139868",-0.179271
"ACT1_M_139869",-1.9163
"ACT1_M_139874",-0.0592183
"ACT1_M_139881",2.07535
"ACT1_M_139884",-1.07108
"ACT1_M_139886",1.33928
"ACT1_M_139888",-2.19755
"ACT1_M_139891",-2.19755
"ACT1_M_139894",2.31777
"ACT1_M_139895",-1.58036
"ACT1_M_139896",-1.71838
"ACT1_M_139897",-1.17541
"ACT1_M_139900",-1.58035
"ACT1_M_139905",0.685007
"ACT1_M_139906",3.60372
"ACT1_M_139907",-1.69137
"ACT1_M_139908",-1.25361
"ACT1_M_139909",-0.153718
"ACT1_M_139910",0.330984
"ACT1_M_139912",-1.19841
"ACT1_M_139914",-1.81253
"ACT1_M_139915",-2.73287
"ACT1_M_139916",2.85851
"ACT1_M_139921",-0.0396356
"ACT1_M_139923",2.75019
"ACT1_M_139926",3.66679
"ACT1_M_139927",-0.222807
"ACT1_M_139929",-2.35187
"ACT1_M_139930",-1.00095
"ACT1_M_139935",-0.453222
"ACT1_M_139936",-0.624764
"ACT1_M_139937",-2.78894
"ACT1_M_139938",-2.70592
"ACT1_M_139939",1.75288
"ACT1_M_139940",0.190585
"ACT1_M_139944",2.0062
"ACT1_M_139945",-2.49152
"ACT1_M_139946",-1.88377
"ACT1_M_139947",-1.2027
"ACT1_M_139948",-1.41203
"ACT1_M_139949",-1.86767
"ACT1_M_139950",1.34752
"ACT1_M_139952",-1.38875
"ACT1_M_139953",-0.769542
"ACT1_M_139954",0.730772
"ACT1_M_139956",0.526532
"ACT1_M_139957",-0.718962
"ACT1_M_139961",-2.78195
"ACT1_M_139962",4.4157
"ACT1_M_139965",5.73718
"ACT1_M_139966",-2.92942
"ACT1_M_139967",-2.92942
"ACT1_M_139968",5.20503
"ACT1_M_139969",6.22641
"ACT1_M_139970",-0.640071
"ACT1_M_139971",-2.81893
"ACT1_M_139972",-1.03424
"ACT1_M_139973",0.171051
"ACT1_M_139975",5.4346
"ACT1_M_139976",1.10075
"ACT1_M_139977",-0.155789
"ACT1_M_139978",-2.71685
"ACT1_M_139979",8.74353
"ACT1_M_139981",-1.24955
"ACT1_M_139984",1.04355
"ACT1_M_139985",-2.22133
"ACT1_M_139986",-1.37839
"ACT1_M_139989",-2.99077
"ACT1_M_139990",-2.58023
"ACT1_M_139992",-2.92148
"ACT1_M_139994",-2.49546
"ACT1_M_139995",-2.49545
"ACT1_M_139996",-2.47544
"ACT1_M_139999",-1.09983
"ACT1_M_140001",0.172052
"ACT1_M_140005",-2.26166
"ACT1_M_140008",0.206751
"ACT1_M_140009",-1.8086
"ACT1_M_140010",4.43509
"ACT1_M_140011",-1.09394
"ACT1_M_140014",-0.843299
"ACT1_M_140015",-2.87286
"ACT1_M_140016",-2.75103
"ACT1_M_140017",-2.65538
"ACT1_M_140018",1.4895
"ACT1_M_140020",-2.80616
"ACT1_M_140021",-2.73389
"ACT1_M_140022",-0.710003
"ACT1_M_140023",1.04388
"ACT1_M_140024",-0.41667
"ACT1_M_140025",-2.61558
"ACT1_M_140026",-2.77776
"ACT1_M_140027",-1.73638
"ACT1_M_140028",-0.0745112
"ACT1_M_140030",0.150187
"ACT1_M_140033",13.9066
"ACT1_M_140037",18.5247
"ACT1_M_140040",9.40992
"ACT1_M_140043",8.03622
"ACT1_M_140045",3.0433
"ACT1_M_140046",2.45353
"ACT1_M_140047",2.45354
"ACT1_M_140051",-1.44465
"ACT1_M_140052",-0.0741766
"ACT1_M_140054",2.73339
"ACT1_M_140056",-0.778288
"ACT1_M_140057",1.37906
"ACT1_M_140058",2.16477
"ACT1_M_140059",0.221966
"ACT1_M_140086",-2.30939
"ACT1_M_140089",-0.246524
"ACT1_M_140091",-0.253982
"ACT1_M_140093",-0.658009
"ACT1_M_140095",0.42879
"ACT1_M_140096",-2.02928
"ACT1_M_140101",-0.38388
"ACT1_M_140102",-1.41887
"ACT1_M_140107",2.95668
"ACT1_M_140108",-1.38832
"ACT1_M_140109",-2.60614
"ACT1_M_140110",0.194412
"ACT1_M_140111",-2.4223
"ACT1_M_140113",-1.42036
"ACT1_M_140114",-0.440606
"ACT1_M_140115",-2.24264
"ACT1_M_140116",-0.812266
"ACT1_M_140117",3.5177
"ACT1_M_140118",3.34011
"ACT1_M_140119",2.8272
"ACT1_M_140121",4.71244
"ACT1_M_140122",4.42021
"ACT1_M_140125",7.32928
"ACT1_M_140127",7.60341
"ACT1_M_140128",-1.96405
"ACT1_M_140129",-2.14724
"ACT1_M_140130",-0.666053
"ACT1_M_140132",-2.67599
"ACT1_M_140139",-0.514434
"ACT1_M_140140",2.29044
"ACT1_M_140141",3.00389
"ACT1_M_140143",2.46943
"ACT1_M_140150",4.36918
"ACT1_M_140151",-2.05499
"ACT1_M_140152",5.5956
"ACT1_M_140153",-2.29123
"ACT1_M_140158",4.67271
"ACT1_M_140159",3.16136
"ACT1_M_140161",-1.92224
"ACT1_M_140162",-1.39066
"ACT1_M_140163",-0.188112
"ACT1_M_140164",-0.212021
"ACT1_M_140166",2.44176
"ACT1_M_140167",-0.372952
"ACT1_M_140168",0.178872
"ACT1_M_140173",-2.50158
"ACT1_M_140175",-1.26019
"ACT1_M_140176",-1.81821
"ACT1_M_140177",-2.25558
"ACT1_M_140179",-1.93861
"ACT1_M_140182",2.84299
"ACT1_M_140183",-0.801708
"ACT1_M_140197",5.42457
"ACT1_M_140202",0.545921
"ACT1_M_140203",-0.872869
"ACT1_M_140205",-2.97062
"ACT1_M_140206",-2.87444
"ACT1_M_140207",1.08336
"ACT1_M_140211",1.4857
"ACT1_M_140213",-1.67595
"ACT1_M_140214",0.175498
"ACT1_M_140216",2.00389
"ACT1_M_140217",-0.757837
"ACT1_M_140218",2.03147
"ACT1_M_140220",3.50994
"ACT1_M_140222",1.7676
"ACT1_M_140224",1.87814
"ACT1_M_140227",1.84095
"ACT1_M_140229",-1.38284
"ACT1_M_140232",0.972068
"ACT1_M_140234",5.51268
"ACT1_M_140236",3.42819
"ACT1_M_140237",3.4282
"ACT1_M_140238",-1.61236
"ACT1_M_140239",0.284195
"ACT1_M_140240",-2.73138
"ACT1_M_140241",-2.71516
"ACT1_M_140244",-2.57339
"ACT1_M_140245",-2.27892
"ACT1_M_140246",-2.58464
"ACT1_M_140247",-2.76848
"ACT1_M_140248",-2.38943
"ACT1_M_140249",-1.29608
"ACT1_M_140250",-2.14779
"ACT1_M_140251",-2.67887
"ACT1_M_140253",1.59559
"ACT1_M_140257",4.88641
"ACT1_M_140258",0.694645
"ACT1_M_140260",-1.81914
"ACT1_M_140265",-3.00227
"ACT1_M_140266",-1.84052
"ACT1_M_140271",-0.211714
"ACT1_M_140274",-2.04484
"ACT1_M_140275",-1.99914
"ACT1_M_140276",-2.04555
"ACT1_M_140278",-1.48544
"ACT1_M_140279",-2.78097
"ACT1_M_140280",-2.59956
"ACT1_M_140282",-2.74782
"ACT1_M_140286",-2.8386
"ACT1_M_140287",-0.838726
"ACT1_M_140288",-2.15181
"ACT1_M_140290",1.94016
"ACT1_M_140291",-1.44016
"ACT1_M_140292",-1.47334
"ACT1_M_140293",-1.07359
"ACT1_M_140294",-0.359547
"ACT1_M_140298",-1.5201
"ACT1_M_140300",-2.08512
"ACT1_M_140301",-2.39116
"ACT1_M_140302",0.220611
"ACT1_M_140303",2.7261
"ACT1_M_140304",1.16839
"ACT1_M_140305",-0.485442
"ACT1_M_140306",0.0158288
"ACT1_M_140307",0.341051
"ACT1_M_140308",0.708346
"ACT1_M_140310",-0.992645
"ACT1_M_140311",-0.0168255
"ACT1_M_140312",-1.32226
"ACT1_M_140313",-1.12747
"ACT1_M_140314",-2.50192
"ACT1_M_140315",-1.04406
"ACT1_M_140318",-1.1327
"ACT1_M_140319",-0.0725625
"ACT1_M_140321",-1.77668
"ACT1_M_140323",0.107464
"ACT1_M_140325",-2.43921
"ACT1_M_140329",0.628078
"ACT1_M_140330",0.174439
"ACT1_M_140331",-1.84898
"ACT1_M_140333",-0.0216736
"ACT1_M_140340",0.49123
"ACT1_M_140341",-0.830906
"ACT1_M_140347",-0.955893
"ACT1_M_140348",-0.0367814
"ACT1_M_140350",-0.0518398
"ACT1_M_140351",-0.122811
"ACT1_M_140353",-1.27475
"ACT1_M_140355",-1.57954
"ACT1_M_140358",0.268597
"ACT1_M_140360",0.289645
"ACT1_M_140361",-1.093
"ACT1_M_140362",10.4469
"ACT1_M_140363",4.53653
"ACT1_M_140364",2.9761
"ACT1_M_140366",5.81117
"ACT1_M_140367",4.0365
"ACT1_M_140371",-2.57639
"ACT1_M_140372",-1.83128
"ACT1_M_140374",-1.73662
"ACT1_M_140375",-2.78902
"ACT1_M_140376",-2.79376
"ACT1_M_140377",-1.89921
"ACT1_M_140379",-2.48178
"ACT1_M_140380",-0.840479
"ACT1_M_140381",-2.63107
"ACT1_M_140382",-0.496608
"ACT1_M_140384",-0.539706
"ACT1_M_140385",-0.803622
"ACT1_M_140387",-2.99733
"ACT1_M_140388",-1.41014
"ACT1_M_140389",0.0779832
"ACT1_M_140390",-2.99733
"ACT1_M_140391",-0.513658
"ACT1_M_140392",0.266863
"ACT1_M_140400",-2.59913
"ACT1_M_140402",-1.57058
"ACT1_M_140404",-2.52994
"ACT1_M_140418",-0.840555
"ACT1_M_140425",-3.00326
"ACT1_M_140426",-3.00326
"ACT1_M_140436",-1.46598
"ACT1_M_140437",-2.09702
"ACT1_M_140440",-2.02932
"ACT1_M_140448",-2.92714
"ACT1_M_140450",-0.345141
"ACT1_M_140452",-1.78406
"ACT1_M_140454",-1.54228
"ACT1_M_140455",-1.54227
"ACT1_M_140456",-0.807407
"ACT1_M_140457",-0.807405
"ACT1_M_140461",1.64581
"ACT1_M_140465",2.7989
"ACT1_M_140466",-2.63523
"ACT1_M_140467",-1.6518
"ACT1_M_140468",2.17536
"ACT1_M_140469",1.71762
"ACT1_M_140471",-2.92956
"ACT1_M_140472",-0.613891
"ACT1_M_140473",-2.3559
"ACT1_M_140474",-1.08755
"ACT1_M_140479",0.875584
"ACT1_M_140483",0.731227
"ACT1_M_140484",0.527531
"ACT1_M_140486",-1.13962
"ACT1_M_140490",0.694133
"ACT1_M_140492",1.83721
"ACT1_M_140493",0.601759
"ACT1_M_140497",-1.54731
"ACT1_M_140498",-1.61836
"ACT1_M_140499",-2.09725
"ACT1_M_140500",-1.39348
"ACT1_M_140501",-1.01231
"ACT1_M_140502",-1.99706
"ACT1_M_140503",-2.36454
"ACT1_M_140504",-1.36828
"ACT1_M_140505",0.375178
"ACT1_M_140509",-1.59047
"ACT1_M_140510",0.288353
"ACT1_M_140512",-0.962641
"ACT1_M_140513",-2.02866
"ACT1_M_140514",-0.266475
"ACT1_M_140516",-2.41938
"ACT1_M_140517",-1.09023
"ACT1_M_140518",5.34583
"ACT1_M_140519",-2.79801
"ACT1_M_140523",-0.191834
"ACT1_M_140524",-2.31248
"ACT1_M_140526",-1.48494
"ACT1_M_140527",-2.50253
"ACT1_M_140528",0.443811
"ACT1_M_140531",0.221624
"ACT1_M_140533",-1.22704
"ACT1_M_140534",0.755588
"ACT1_M_140537",-1.89771
"ACT1_M_140542",-2.59736
"ACT1_M_140548",1.43298
"ACT1_M_140550",0.275
"ACT1_M_140553",1.14016
"ACT1_M_140561",2.28156
"ACT1_M_140565",5.61588
"ACT1_M_140567",2.36638
"ACT1_M_140569",-2.75907
"ACT1_M_140570",-2.76305
"ACT1_M_140571",-2.79257
"ACT1_M_140573",-2.98146
"ACT1_M_140574",-2.64187
"ACT1_M_140575",-2.94332
"ACT1_M_140576",-2.83584
"ACT1_M_140577",-2.3717
"ACT1_M_140578",-2.6662
"ACT1_M_140579",-2.96854
"ACT1_M_140581",-2.94331
"ACT1_M_140582",-2.53049
"ACT1_M_140584",-2.5808
"ACT1_M_140585",-2.89557
"ACT1_M_140587",-2.64186
"ACT1_M_140588",-2.85613
"ACT1_M_140589",-1.18443
"ACT1_M_140590",-2.95086
"ACT1_M_140592",-1.12492
"ACT1_M_140595",0.226166
"ACT1_M_140600",0.0999729
"ACT1_M_140601",0.161687
"ACT1_M_140602",0.294343
"ACT1_M_140603",1.96991
"ACT1_M_140604",0.782222
"ACT1_M_140606",0.672753
"ACT1_M_140608",-1.59923
"ACT1_M_140610",0.543983
"ACT1_M_140612",1.33679
"ACT1_M_140613",-0.303115
"ACT1_M_140614",-0.0510741
"ACT1_M_140616",-0.884382
"ACT1_M_140617",0.242435
"ACT1_M_140618",0.354263
"ACT1_M_140620",-0.386913
"ACT1_M_140621",-0.158823
"ACT1_M_140624",-0.297364
"ACT1_M_140626",-0.106138
"ACT1_M_140627",0.0450097
"ACT1_M_140628",0.608048
"ACT1_M_140629",0.303243
